peak,endDate,tgtDate,tgtHhmi,,,
162.00,20190714,20180912,1330,,,
155.80,20190714,20180912,1345,,,
161.44,20190714,20180912,1400,,,
160.27,20190714,20180912,1415,,,
171.52,20190714,20180912,1430,,,
186.75,20190714,20180912,1445,,,
179.11,20190714,20180912,1500,,,
169.47,20190714,20180912,1515,,,
179.55,20190714,20180912,1530,,,
181.00,20190714,20180912,1545,,,
188.08,20190714,20180912,1600,,,
189.08,20190714,20180912,1615,,,
189.19,20190714,20180912,1630,,,
177.39,20190714,20180912,1645,,,
172.36,20190714,20180912,1700,,,
162.44,20190714,20180912,1715,,,
134.80,20190714,20180912,1730,,,
135.52,20190714,20180912,1745,,,
129.88,20190714,20180912,1800,,,
128.16,20190714,20180912,1815,,,
123.83,20190714,20180912,1830,,,
133.36,20190714,20180912,1845,,,
140.11,20190714,20180912,1900,,,
134.80,20190714,20180912,1915,,,
149.75,20190714,20180912,1930,,,
130.60,20190714,20180912,1945,,,
135.52,20190714,20180912,2000,,,
120.23,20190714,20180912,2015,,,
134.63,20190714,20180912,2030,,,
122.55,20190714,20180912,2045,,,
122.12,20190714,20180912,2100,,,
119.95,20190714,20180912,2115,,,
113.91,20190714,20180912,2130,,,
117.80,20190714,20180912,2145,,,
115.19,20190714,20180912,2200,,,
118.51,20190714,20180912,2215,,,
128.16,20190714,20180912,2230,,,
125.55,20190714,20180912,2245,,,
294.48,20190714,20180913,900,,,
278.07,20190714,20180913,915,,,
278.07,20190714,20180913,930,,,
290.72,20190714,20180913,945,,,
302.23,20190714,20180913,1000,,,
307.88,20190714,20180913,1015,,,
289.27,20190714,20180913,1030,,,
284.55,20190714,20180913,1045,,,
305.83,20190714,20180913,1100,,,
302.95,20190714,20180913,1115,,,
311.20,20190714,20180913,1130,,,
312.64,20190714,20180913,1145,,,
300.51,20190714,20180913,1200,,,
272.44,20190714,20180913,1215,,,
185.03,20190714,20180913,1230,,,
204.75,20190714,20180913,1245,,,
263.07,20190714,20180913,1300,,,
249.55,20190714,20180913,1315,,,
277.48,20190714,20180913,1330,,,
292.60,20190714,20180913,1345,,,
287.55,20190714,20180913,1400,,,
299.95,20190714,20180913,1415,,,
295.20,20190714,20180913,1430,,,
307.72,20190714,20180913,1445,,,
301.39,20190714,20180913,1500,,,
301.51,20190714,20180913,1515,,,
292.88,20190714,20180913,1530,,,
303.11,20190714,20180913,1545,,,
299.35,20190714,20180913,1600,,,
295.64,20190714,20180913,1615,,,
297.07,20190714,20180913,1630,,,
290.00,20190714,20180913,1645,,,
263.95,20190714,20180913,1700,,,
182.60,20190714,20180913,1715,,,
128.32,20190714,20180913,1730,,,
122.83,20190714,20180913,1745,,,
109.00,20190714,20180913,1800,,,
101.80,20190714,20180913,1815,,,
118.51,20190714,20180913,1830,,,
112.48,20190714,20180913,1845,,,
120.08,20190714,20180913,1900,,,
111.87,20190714,20180913,1915,,,
130.16,20190714,20180913,1930,,,
117.36,20190714,20180913,1945,,,
109.72,20190714,20180913,2000,,,
111.59,20190714,20180913,2015,,,
109.87,20190714,20180913,2030,,,
104.55,20190714,20180913,2045,,,
107.12,20190714,20180913,2100,,,
103.12,20190714,20180913,2115,,,
106.40,20190714,20180913,2130,,,
94.31,20190714,20180913,2145,,,
91.00,20190714,20180913,2200,,,
100.51,20190714,20180913,2215,,,
106.72,20190714,20180913,2230,,,
110.59,20190714,20180913,2245,,,
348.64,20190714,20180914,900,,,
399.88,20190714,20180914,915,,,
392.95,20190714,20180914,930,,,
400.60,20190714,20180914,945,,,
400.76,20190714,20180914,1000,,,
403.64,20190714,20180914,1015,,,
402.48,20190714,20180914,1030,,,
392.39,20190714,20180914,1045,,,
386.07,20190714,20180914,1100,,,
369.51,20190714,20180914,1115,,,
361.27,20190714,20180914,1130,,,
353.23,20190714,20180914,1145,,,
365.48,20190714,20180914,1200,,,
281.67,20190714,20180914,1215,,,
168.63,20190714,20180914,1230,,,
214.39,20190714,20180914,1245,,,
258.04,20190714,20180914,1300,,,
254.88,20190714,20180914,1315,,,
304.11,20190714,20180914,1330,,,
341.83,20190714,20180914,1345,,,
365.92,20190714,20180914,1400,,,
360.27,20190714,20180914,1415,,,
357.55,20190714,20180914,1430,,,
367.48,20190714,20180914,1445,,,
362.00,20190714,20180914,1500,,,
372.95,20190714,20180914,1515,,,
369.20,20190714,20180914,1530,,,
358.72,20190714,20180914,1545,,,
314.92,20190714,20180914,1600,,,
281.23,20190714,20180914,1615,,,
284.55,20190714,20180914,1630,,,
293.92,20190714,20180914,1645,,,
213.55,20190714,20180914,1700,,,
156.80,20190714,20180914,1715,,,
137.36,20190714,20180914,1730,,,
124.72,20190714,20180914,1745,,,
120.80,20190714,20180914,1800,,,
116.63,20190714,20180914,1815,,,
117.19,20190714,20180914,1830,,,
114.04,20190714,20180914,1845,,,
117.51,20190714,20180914,1900,,,
133.75,20190714,20180914,1915,,,
131.47,20190714,20180914,1930,,,
130.47,20190714,20180914,1945,,,
114.76,20190714,20180914,2000,,,
117.91,20190714,20180914,2015,,,
124.55,20190714,20180914,2030,,,
112.04,20190714,20180914,2045,,,
113.59,20190714,20180914,2100,,,
110.59,20190714,20180914,2115,,,
110.16,20190714,20180914,2130,,,
107.12,20190714,20180914,2145,,,
117.19,20190714,20180914,2200,,,
116.91,20190714,20180914,2215,,,
115.76,20190714,20180914,2230,,,
117.08,20190714,20180914,2245,,,
